seller_id_values,seller_city,seller_state,total_products,total_orders,Revenue_2016,Revenue_2017,Revenue_2018,total_revenue
S01843,sa~o paulo,SP,12,12,0,0,4880.84,4880.84
S01850,sa~o paulo,SP,12,12,0,0,1725.28,1725.28
S00993,parnamirim,RN,14,14,0,3710.64,3710.64,7421.28
S00995,guarulhos,SP,4,4,0,0,478.82,478.82
S00997,tupa,SP,1,1,0,0,78.12,78.12
S00998,sa~o paulo,SP,2,2,0,1013.84,0,1013.84
S01000,maringa,PR,3,3,0,0,858.85,858.85
S01003,pinhais,PR,6,6,0,5760.72,5760.72,11521.44
S01009,california,PR,6,6,0,8492.65,8492.65,16985.3
S01014,lauro de freitas,BA,358,358,0,219949.85,219949.85,439899.7
S01021,sa~o paulo,SP,9,9,0,246.49,246.49,492.98
S01027,Belo Horizonte,MG,1,1,0,0,68.35,68.35
S01031,serra,ES,1,1,0,0,39.17,39.17
S01037,contagem,MG,7,7,0,0,588.83,588.83
S01040,São José dos Pinhais,PR,5,5,0,187.81,187.81,375.62
S01043,sa~o paulo,SP,2,2,0,0,103.49,103.49
S01049,sa~o paulo,SP,21,21,0,4382.46,4382.46,8764.92
S01052,Belo Horizonte,MG,13,13,0,966.25,966.25,1932.5
S01054,Brasilia,DF,175,175,10415.78,10415.78,10415.78,31247.34
S01055,taubate,SP,2,2,0,213.13,213.13,426.26
S01056,sa~o paulo,SP,48,48,4170.85,4170.85,4170.85,12512.55
S01058,São Bernardo do Campo,SP,1,1,0,77.65,0,77.65
S01062,sa~o paulo,SP,2,2,0,148.92,0,148.92
S01064,chapeco,SC,2,2,0,0,329.68,329.68
S01065,sao jose dos campos,SP,3,3,0,0,123.75,123.75
S01066,sao jose do rio preto,SP,27,27,5200.83,5200.83,5200.83,15602.49
S01070,palhoca,SC,6,6,0,0,1436.09,1436.09
S01073,ribeirao preto,SP,30,30,0,1681.11,1681.11,3362.22
S01079,montes claros,MG,1,1,0,3602.47,0,3602.47
S01082,sa~o paulo,SP,1,1,0,698.9,0,698.9
S01084,rio claro,SP,2,2,0,0,293.26,293.26
S01085,colombo,PR,3,3,0,328.85,0,328.85
S01086,conselheiro lafaiete,MG,45,45,0,0,7903.69,7903.69
S01088,contagem,MG,37,37,0,0,3935.5,3935.5
S01094,praia grande,SP,11,11,0,530.55,0,530.55
S01095,maringa,PR,10,10,0,0,901.14,901.14
S01101,sa~o paulo,SP,1,1,0,0,30.22,30.22
S01107,treze tilias,SC,2,2,0,0,255.59,255.59
S01108,petropolis,RJ,1,1,0,66.82,0,66.82
S01110,joinville,SC,13,13,0,2987.2,0,2987.2
S01112,guarulhos,SP,13,13,0,0,1234.58,1234.58
S01113,ibitinga,SP,12,12,0,0,1375.77,1375.77
S01126,joao pinheiro,MG,4,4,0,1769.59,0,1769.59
S01136,varginha,MG,2,2,0,393.61,0,393.61
S01141,patos de minas,MG,152,152,0,16957.06,16957.06,33914.12
S01147,birigui,SP,2,2,0,278.14,0,278.14
S01148,sa~o paulo,SP,6,6,0,0,1409.75,1409.75
S01154,santa barbara d´oeste,SP,328,328,0,123210.96,123210.96,246421.92
S01155,florianopolis,SC,2,2,0,0,107.75,107.75
S01159,sao jose do rio preto,SP,8,8,0,0,1745.73,1745.73
S01160,santa terezinha de itaipu,PR,1,1,0,467.61,0,467.61
S01162,Balneário Camboriú,SC,3,3,0,559.77,559.77,1119.54
S01164,vargem grande do sul,SP,9,9,0,1435.18,1435.18,2870.36
S01165,ribeirao preto,SP,9,9,0,2718.74,2718.74,5437.48
S01169,sa~o paulo,SP,63,63,0,3292.97,3292.97,6585.94
S01171,arapongas,PR,10,10,0,0,1357.09,1357.09
S01177,canoas,RS,10,10,0,796.7,796.7,1593.4
S01178,sa~o paulo,SP,8,8,0,1284.34,0,1284.34
S01184,campinas,SP,5,5,0,0,3018.86,3018.86
S01185,brusque,SC,118,118,0,0,8824.68,8824.68
S01189,novo hamburgo,RS,107,107,0,0,25135.49,25135.49
S01190,curitiba,PR,2,2,0,3119.14,3119.14,6238.28
S01192,rio de janeiro,RJ,2,2,0,0,261.05,261.05
S01193,varginha,MG,2,2,0,686.24,0,686.24
S01194,osasco,SP,2,2,0,105.02,105.02,210.04
S01533,sao goncalo,RJ,2,2,0,0,165.63,165.63
S01534,picarras,SC,4,4,0,0,908.64,908.64
S01537,garca,SP,3,3,0,0,142.24,142.24
S01539,sete lagoas,MG,1,1,0,40.1,0,40.1
S01552,dores de campos,MG,1,1,0,0,949.62,949.62
S01562,sa~o paulo,SP,2,2,0,546.55,0,546.55
S01565,campinas,SP,7,7,0,1076.65,1076.65,2153.3
S01581,sa~o paulo,SP,21,21,0,0,1014.92,1014.92
S01582,sa~o paulo,SP,26,26,0,4298.03,4298.03,8596.06
S01586,pinhais,PR,99,99,14103.77,14103.77,14103.77,42311.31
S01592,bauru,SP,29,29,0,4623.43,4623.43,9246.86
S01595,tabao da serra,SP,8,8,0,0,1602.57,1602.57
S01598,divinopolis,MG,2,2,0,257.46,0,257.46
S01602,sa~o paulo,SP,28,28,0,0,20616.32,20616.32
S01605,Balneário Camboriú,SC,18,18,0,5687.34,5687.34,11374.68
S01607,sa~o paulo,SP,1,1,0,0,37.13,37.13
S01610,sa~o paulo,SP,44,44,0,7361.88,7361.88,14723.76
S01616,santa terezinha de itaipu,PR,14,14,0,1245.1,1245.1,2490.2
S01623,cotia,SP,2,2,0,0,822.4,822.4
S01624,florianopolis,SC,40,40,0,6128.66,6128.66,12257.32
S01626,ribeirao preto,SP,3,3,0,0,101.38,101.38
S01629,campo bom,RS,12,12,0,0,8113.03,8113.03
S01633,osasco,SP,4,4,0,0,305.51,305.51
S01634,cascavel,PR,1,1,0,0,1638.72,1638.72
S01636,sa~o paulo,SP,188,188,0,48171.3900000001,48171.3900000001,96342.7800000001
S01639,guarulhos,SP,427,427,0,73360.56,73360.56,146721.12
S01642,itapema,SC,2,2,0,87.7,87.7,175.4
S01645,garopaba,SC,10,10,0,2845.12,2845.12,5690.24
S01647,ribeirao preto,SP,13,13,0,0,1502.02,1502.02
S01650,medianeira,PR,1,1,0,77.66,0,77.66
S01651,arapongas,PR,5,5,0,1758.22,1758.22,3516.44
S01658,santo andre,SP,3,3,0,793.34,0,793.34
S01660,guaimbe,SP,1,1,0,0,48.98,48.98
S01661,suzano,SP,13,13,16182.38,16182.38,16182.38,48547.14
S01668,ipua,SP,1,1,0,0,291.72,291.72
S01672,lencois paulista,SP,1,1,0,122.98,0,122.98
S01675,brusque,SC,1,1,0,0,199.36,199.36
S01677,guaratuba,PR,2,2,0,0,294.7,294.7
S01680,sa~o paulo,SP,1,1,0,412.21,0,412.21
S01681,ribeirao preto,SP,333,333,23762.02,23762.02,23762.02,71286.0600000001
S01688,sa~o paulo,SP,2,2,0,0,777.13,777.13
S01690,vassouras,RJ,11,11,0,0,1166.21,1166.21
S01691,sa~o paulo,SP,58,58,0,4776.01,4776.01,9552.02
S01703,navegantes,SC,65,65,0,17766.34,17766.34,35532.68
S01707,sao jose dos campos,SP,144,144,0,11398.44,11398.44,22796.88
S01710,osasco,SP,5,5,0,0,1162.81,1162.81
S01712,londrina,PR,15,15,0,13110.7,13110.7,26221.4
S01715,tres de maio,RS,7,7,0,571.8,571.8,1143.6
S01716,sa~o paulo,SP,33,33,0,5087.02,5087.02,10174.04
S01728,jaragua do sul,SC,67,67,0,3974.08,3974.08,7948.16
S01734,sao roque,SP,4,4,0,0,383.49,383.49
S01738,paulo lopes,SC,1,1,0,0,67.24,67.24
S01739,sa~o paulo,SP,1,1,0,0,2155.35,2155.35
S01743,campinas,SP,11,11,0,1532.43,1532.43,3064.86
S01747,araguari,MG,107,107,0,8813.91,8813.91,17627.82
S01751,cacador,SC,2,2,0,160.67,160.67,321.34
S01761,toledo,PR,1,1,0,0,98.42,98.42
S01765,sao jose do rio preto,SP,1,1,0,0,376.57,376.57
S01773,porto alegre,RS,5,5,0,2012.56,2012.56,4025.12
S01777,curitiba,PR,2,2,0,0,241.21,241.21
S01781,amparo,SP,6,6,0,0,1369.05,1369.05
S01790,barra mansa,RJ,6,6,0,2117.09,2117.09,4234.18
S01792,rio de janeiro,RJ,1,1,0,51.42,0,51.42
S01795,sa~o paulo,SP,1,1,0,0,121.67,121.67
S01796,londrina,PR,4,4,0,0,272.76,272.76
S01800,londrina,PR,1,1,0,0,60.4,60.4
S01807,Belo Horizonte,MG,35,35,0,8951.98,8951.98,17903.96
S01808,viamao,RS,68,68,0,17003.32,17003.32,34006.64
S01814,guarulhos,SP,7,7,0,290.16,290.16,580.32
S01815,sorocaba,SP,3,3,0,339.29,0,339.29
S01816,clementina,SP,5,5,0,311.66,311.66,623.32
S01821,sa~o paulo,SP,2,2,0,818.33,0,818.33
S01823,joao monlevade,MG,3,3,0,195.3,0,195.3
S01831,rio de janeiro,RJ,177,177,0,13220.66,13220.66,26441.32
S01833,borda da mata,MG,53,53,0,4316.3,4316.3,8632.6
S01840,diadema,SP,75,75,0,0,52935.87,52935.87
S01847,brusque,SC,85,85,0,9940.07,9940.07,19880.14
S01848,claudio,MG,13,13,0,1032.01,1032.01,2064.02
S01852,sa~o paulo,SP,3,3,0,0,489.1,489.1
S01859,americana,SP,1,1,0,280.91,0,280.91
S01869,jaguariuna,SP,49,49,0,3703.64,3703.64,7407.28
S01870,tupa,SP,3,3,0,73.37,0,73.37
S01877,catanduva,SP,7,7,0,0,1314.39,1314.39
S01878,belford roxo,RJ,1,1,0,295.99,0,295.99
S01882,sa~o paulo,SP,1,1,0,0,69.67,69.67
S01889,pitanga,PR,2,2,0,326.08,0,326.08
S01894,indaiatuba,SP,32,32,0,6612.45,6612.45,13224.9
S01895,sa~o paulo,SP,9,9,0,1269.87,1269.87,2539.74
S01896,blumenau,SC,14,14,0,2265.19,2265.19,4530.38
S01905,loanda,PR,3,3,0,0,304.72,304.72
S01907,camanducaia,MG,10,10,0,1005.11,1005.11,2010.22
S01908,osasco,SP,7,7,0,0,835.19,835.19
S01910,araucaria,PR,4,4,0,116.38,116.38,232.76
S01911,franca,SP,4,4,0,0,368.4,368.4
S01920,franca,SP,13,13,0,1025.78,1025.78,2051.56
S01921,osasco,SP,1,1,0,0,234.61,234.61
S01922,votuporanga,SP,6,6,0,1612.03,0,1612.03
S01923,sa~o paulo,SP,4,4,0,0,843.93,843.93
S01924,sa~o paulo,SP,2,2,0,0,198.82,198.82
S01931,mirandopolis,SP,74,74,0,14148.16,14148.16,28296.32
S01932,sao caetano do sul,SP,9,9,0,0,600.85,600.85
S01933,sa~o paulo,SP,2,2,0,0,222.88,222.88
S01934,sao carlos,SP,1,1,0,72.74,0,72.74
S01945,nova iguacu,RJ,10,10,0,4247.98,4247.98,8495.96
S01947,divinopolis,MG,8,8,0,0,606.93,606.93
S01948,sa~o paulo,SP,4,4,0,0,435.57,435.57
S01949,sa~o paulo,SP,8,8,0,1342.14,1342.14,2684.28
S01956,indaiatuba,SP,2,2,0,0,476.98,476.98
S01966,sa~o paulo,SP,1,1,0,32.75,0,32.75
S01975,osasco,SP,16,16,0,0,4009.34,4009.34
S01977,sa~o paulo,SP,16,16,0,0,1119.53,1119.53
S01978,miguelopolis,SP,3,3,0,380.44,0,380.44
S01986,barueri,SP,9,9,0,1536.97,0,1536.97
S02002,mirassol,SP,2,2,0,0,453.92,453.92
S02006,florianopolis,SC,7,7,0,4620.76,0,4620.76
S02008,rio de janeiro,RJ,4,4,0,1793.31,1793.31,3586.62
S02010,sao caetano do sul,SP,1,1,0,0,121.62,121.62
S02013,uberlandia,MG,4,4,0,0,396.73,396.73
S02019,caruaru,PE,6,6,0,352.54,352.54,705.08
S02022,niteroi,RJ,7,7,0,0,7036.19,7036.19
S02028,mamanguape,PB,16,16,0,15046.63,15046.63,30093.26
S02031,flores da cunha,RS,5,5,0,0,777.52,777.52
S02037,sa~o paulo,SP,2,2,0,0,99.67,99.67
S02044,umuarama,PR,54,54,0,18678.82,18678.82,37357.64
S02045,limeira,SP,2,2,0,159.68,0,159.68
S02052,jundiai,SP,2,2,0,114,0,114
S02054,sa~o paulo,SP,1,1,0,0,91.17,91.17
S02055,curitiba,PR,3,3,0,0,323.46,323.46
S02056,betim,MG,1,1,0,0,114.57,114.57
S01195,araraquara,SP,4,4,0,0,322.9,322.9
S01199,petropolis,RJ,753,753,123899.95,123899.95,123899.95,371699.850000001
S01202,claudio,MG,1,1,0,0,133.96,133.96
S01206,santo andre,SP,22,22,0,4812.48,4812.48,9624.96
S01215,rio de janeiro,RJ,268,268,0,37684.05,37684.05,75368.1
S01219,sa~o paulo,SP,37,37,0,7247.16,7247.16,14494.32
S01220,sao jose do rio pardo,SP,7,7,242.31,242.31,0,484.62
S01221,sa~o paulo,SP,1,1,0,34.01,0,34.01
S01230,curitiba,PR,2,2,0,0,564.14,564.14
S01231,ipira,SC,1,1,0,0,224.45,224.45
S01242,eunapolis,BA,12,12,0,1618.94,1618.94,3237.88
S01246,sa~o paulo,SP,36,36,0,0,4897.73,4897.73
S01253,pinhais,PR,1,1,0,0,28.01,28.01
S01254,Belo Horizonte,MG,153,153,0,17211.55,17211.55,34423.1
S01255,rio do sul,SC,162,162,0,14993.36,14993.36,29986.72
S01257,jau,SP,37,37,0,4210.88,4210.88,8421.76
S01258,sa~o paulo,SP,31,31,0,12977.99,12977.99,25955.98
S01259,campina das missoes,RS,11,11,0,1047.12,0,1047.12
S01265,rio bonito,RJ,6,6,0,3626.5,0,3626.5
S01269,guarulhos,SP,2,2,0,52.24,0,52.24
S01272,formiga,MG,6,6,0,0,714.9,714.9
S01276,pedreira,SP,1,1,0,0,202.62,202.62
S01283,osasco,SP,1,1,0,182.45,0,182.45
S01284,sao jose dos campos,SP,98,98,0,0,10389.87,10389.87
S01287,rio de janeiro,RJ,4,4,0,0,149.53,149.53
S01288,apucarana,PR,3,3,0,400.76,0,400.76
S01289,birigui,SP,2,2,0,0,987.02,987.02
S01295,sa~o paulo,SP,26,26,0,0,1069.87,1069.87
S01299,porto alegre,RS,1,1,0,0,1759.04,1759.04
S01302,Brasilia,DF,12,12,0,0,4529.19,4529.19
S01305,sa~o paulo,SP,7,7,0,0,322.88,322.88
S01307,guarulhos,SP,45,45,0,0,3947.82,3947.82
S01316,sa~o paulo,SP,5,5,0,8359.02,8359.02,16718.04
S01320,franca,SP,5,5,0,0,628.72,628.72
S01321,sa~o paulo,SP,5,5,0,524.5,0,524.5
S01326,brotas,SP,2,2,0,34.75,0,34.75
S01330,rio de janeiro,RJ,1,1,0,108.86,0,108.86
S01331,curitiba,PR,4,4,0,367.39,0,367.39
S01332,joinville,SC,13,13,0,946.43,946.43,1892.86
S01336,sao joaquim da barra,SP,58,58,0,8736.54,8736.54,17473.08
S01344,sa~o paulo,SP,5,5,0,0,502.2,502.2
S01345,rio claro,SP,8,8,0,0,573.23,573.23
S01347,sa~o paulo,SP,30,30,0,0,13563.66,13563.66
S01349,flores da cunha,RS,5,5,0,0,1053.25,1053.25
S01353,rio de janeiro,RJ,1,1,0,0,82.03,82.03
S01358,sa~o paulo,SP,4,4,0,206.66,206.66,413.32
S01363,sorocaba,SP,3,3,0,0,7939.25,7939.25
S01368,goiania,GO,5,5,0,0,382.84,382.84
S01375,jacarei,SP,315,315,0,35124.31,35124.31,70248.62
S01377,franco da rocha,SP,7,7,0,0,869.73,869.73
S01379,rio de janeiro,RJ,78,78,0,0,11042.8,11042.8
S01383,sa~o paulo,SP,2,2,0,0,277.68,277.68
S01388,videira,SC,79,79,0,44965.63,44965.63,89931.26
S01402,franca,SP,53,53,0,13522.49,13522.49,27044.98
S01410,rio das pedras,SP,1,1,0,0,249.39,249.39
S01418,guarulhos,SP,31,31,0,0,12652.47,12652.47
S01423,araras,SP,2,2,0,0,1281.23,1281.23
S01425,lagoa santa,MG,12,12,0,0,1545.83,1545.83
S01428,campinas,SP,8,8,0,0,797.98,797.98
S01432,santo andre,SP,5,5,0,0,157.64,157.64
S01433,colombo,PR,79,79,0,23305.3,23305.3,46610.6
S01435,ibitinga,SP,2,2,0,222.37,222.37,444.74
S01446,Brasilia,DF,3,3,0,277.32,0,277.32
S01451,maua,SP,1,1,0,76.08,0,76.08
S01857,rio claro,SP,14,14,0,0,1246.66,1246.66
S01858,São Bernardo do Campo,SP,4,4,0,0,491.2,491.2
S01862,curitiba,PR,18,18,8893.33,8893.33,8893.33,26679.99
S01867,cuiaba,MT,36,36,0,5188.33,5188.33,10376.66
S01868,maringa,PR,12,12,0,0,2273.2,2273.2
S01871,sa~o paulo,SP,2,2,0,50.83,0,50.83
S01873,sa~o paulo,SP,52,52,0,0,4347.22,4347.22
S01880,muriae,MG,6,6,0,0,749.29,749.29
S01887,montes claros,MG,2,2,0,115.34,0,115.34
S01888,rio de janeiro,RJ,3,3,0,0,4349.04,4349.04
S01892,boituva,SP,2,2,0,0,267.78,267.78
S01899,sao jose dos campos,SP,175,175,0,32052.81,32052.81,64105.62
S01900,praia grande,SP,6,6,0,0,673.73,673.73
S01901,sa~o paulo,SP,1,1,0,59.11,0,59.11
S01902,carmo da mata,MG,1,1,0,0,133.8,133.8
S01903,caxias do sul,RS,6,6,421.16,421.16,421.16,1263.48
S01904,rio de janeiro,RJ,2,2,0,0,1262.72,1262.72
S01916,florianopolis,SP,13,13,0,591.54,591.54,1183.08
S01919,ribeirao preto,SP,1,1,0,0,37.54,37.54
S01930,taubate,SP,1,1,0,27.02,0,27.02
S01942,Belo Horizonte,MG,6,6,0,481.12,481.12,962.24
S01943,sa~o paulo,SP,1,1,0,164.71,0,164.71
S01944,bofete,SP,3,3,0,9779.46,9779.46,19558.92
S01957,rio de janeiro,RJ,10,10,0,1563.68,1563.68,3127.36
S01958,joinville,SC,4,4,0,0,1085.83,1085.83
S01959,pinhais,SP,12,12,0,3096.62,0,3096.62
S01969,araraquara,SP,4,4,0,0,240.7,240.7
S01972,sao jose do rio preto,SP,2,2,0,941.07,0,941.07
S01973,cafelandia,SP,6,6,0,0,682.2,682.2
S01974,sa~o paulo,SP,2,2,0,79.73,0,79.73
S01985,sao jose do rio preto,SP,12,12,0,2719.89,2719.89,5439.78
S01987,ribeirao preto,SP,24,24,2108.95,2108.95,2108.95,6326.85
S01988,sa~o paulo,SP,5,5,0,439.95,0,439.95
S01989,joinville,SC,256,256,31192.28,31192.28,31192.28,93576.84
S01996,sa~o paulo,SP,7,7,0,0,1625.17,1625.17
S01999,curitiba,PR,19,19,1474.75,1474.75,1474.75,4424.25
S02000,franca,SP,3,3,0,406.39,0,406.39
S02003,sa~o paulo,SP,1,1,0,88.92,0,88.92
S02009,osasco,SP,2,2,0,0,201.18,201.18
S02011,sa~o paulo,SP,2,2,0,711.25,0,711.25
S02017,sa~o paulo,SP,4,4,0,427.65,0,427.65
S02020,sa~o paulo,SP,3,3,0,0,82.38,82.38
S02023,sa~o paulo,SP,6,6,0,0,426.76,426.76
S02027,carapicuiba,SP,3,3,0,0,140.29,140.29
S02029,franca,SP,51,51,0,3572.35,3572.35,7144.7
S02034,sa~o paulo,SP,2,2,0,104.87,0,104.87
S02035,barretos,SP,1,1,0,110.3,0,110.3
S02042,sao ludgero,SC,2,2,0,354.78,0,354.78
S02046,ponta grossa,PR,3,3,0,147.3,0,147.3
S02048,prados,MG,1,1,0,0,192.71,192.71
S02050,santo andre,SP,1,1,0,312.02,0,312.02
S02053,sa~o paulo,SP,3,3,0,116.87,116.87,233.74
S02059,goiania,GO,1,1,0,304.18,0,304.18
S02064,sao jose,SC,130,130,0,11596.69,11596.69,23193.38
S02065,tatui,SP,3,3,0,134.47,134.47,268.94
S02071,xanxere,SC,7,7,0,0,2393.14,2393.14
S02084,contagem,MG,44,44,0,0,5923.66,5923.66
S02085,sa~o paulo,SP,1,1,0,179.92,0,179.92
S02092,santa terezinha de goias,GO,3,3,0,0,167.45,167.45
S02098,curitiba,PR,89,89,0,13229.66,13229.66,26459.32
S02107,sa~o paulo,SP,1,1,59.81,0,0,59.81
S02108,santo andre,SP,4,4,0,0,3548.1,3548.1
S02116,salvador,BA,1,1,0,0,207.25,207.25
S02126,cascavel,PR,2,2,0,726.15,0,726.15
S02058,sa~o paulo,SP,10,10,0,0,733.99,733.99
S02061,Belo Horizonte,MG,2,2,0,202.9,0,202.9
S02070,sa~o paulo,SP,89,89,0,15170.14,15170.14,30340.28
S02073,cuiaba,MT,48,48,0,5886.52,5886.52,11773.04
S02077,sa~o paulo,SP,1,1,0,124.04,0,124.04
S02081,mogi das cruzes,SP,1,1,0,0,79.44,79.44
S02087,caxias do sul,RS,5,5,0,273.13,0,273.13
S02094,jaguariuna,SP,6,6,0,390.84,0,390.84
S02095,araguari,MG,1,1,0,0,328.08,328.08
S02096,castro,PR,3,3,0,275.91,0,275.91
S02101,umuarama,PR,10,10,0,0,7479.63,7479.63
S02104,sa~o paulo,SP,10,10,0,0,950.77,950.77
S02105,arapongas,PR,6,6,0,0,3071.06,3071.06
S02109,colombo,PR,1,1,0,0,476.51,476.51
S02117,venancio aires,RS,4,4,0,0,242.12,242.12
S02118,rio de janeiro,RJ,1,1,0,43,0,43
S02121,Belo Horizonte,MG,11,11,0,567.4,567.4,1134.8
S02136,canoas,RS,40,40,0,3888.67,3888.67,7777.34
S02140,ibitinga,SP,110,110,0,0,6000.9,6000.9
S02142,florianopolis,SC,2,2,0,0,695.03,695.03
S02143,montenegro,RS,7,7,0,0,734.57,734.57
S02144,ribeirao preto,SP,6,6,0,0,473.07,473.07
S02145,sa~o paulo,SP,25,25,0,1948.41,1948.41,3896.82
S02149,botucatu,SP,11,11,0,0,964.08,964.08
S02151,armacao dos buzios,RJ,1,1,0,35.74,0,35.74
S02154,limeira,SP,16,16,0,0,1788.68,1788.68
S02155,pradopolis,SP,153,153,0,47322.5,47322.5,94645
S02159,sa~o paulo,SP,1,1,0,0,96.88,96.88
S02176,imbituba,SC,11,11,0,1313.84,1313.84,2627.68
S02177,sa~o paulo,SP,93,93,0,0,5723.99,5723.99
S02178,extrema,MG,5,5,0,0,1428.22,1428.22
S02190,curitiba,PR,2,2,0,0,237.67,237.67
S02192,sa~o paulo,SP,8,8,0,0,457.03,457.03
S02194,santo andre,SP,63,63,0,5411.02,5411.02,10822.04
S02195,arapongas,PR,11,11,0,638.93,0,638.93
S02199,santos,SP,5,5,0,354.89,354.89,709.78
S02203,santo antonio da patrulha,RS,2,2,414.79,0,0,414.79
S02204,curitiba,PR,6,6,0,872.3,872.3,1744.6
S02207,jacarei,SP,8,8,0,588.85,588.85,1177.7
S02208,São Bernardo do Campo,SP,11,11,0,0,1692.03,1692.03
S02212,São Bernardo do Campo,SP,26,26,0,3398.93,3398.93,6797.86
S02216,sa~o paulo,SP,9,9,0,0,637.75,637.75
S02223,uba,MG,63,63,0,9999.75,9999.75,19999.5
S02224,macae,RJ,39,39,0,26368.49,26368.49,52736.98
S02226,formosa do oeste,PR,10,10,0,1564.47,1564.47,3128.94
S02227,sa~o paulo,SP,3,3,0,572.17,0,572.17
S02228,sa~o paulo,SP,14,14,0,0,1677.95,1677.95
S02230,Brasilia,DF,2,2,0,0,382.47,382.47
S02231,sa~o paulo,SP,85,85,0,0,7385.41,7385.41
S02245,americana,SP,1,1,0,50.1,0,50.1
S02249,sa~o paulo,SP,5,5,0,0,514.36,514.36
S02253,rio de janeiro,RJ,11,11,0,3519.45,3519.45,7038.9
S02254,floranopolis,SC,2,2,0,0,52.62,52.62
S02257,goiania,GO,1,1,0,0,139.53,139.53
S02258,sa~o paulo,SP,69,69,0,4613.52,4613.52,9227.04
S02259,atibaia,SP,16,16,0,651.77,651.77,1303.54
S02260,santo andre,SP,2,2,0,0,93.55,93.55
S02261,sao joao da boa vista,SP,2,2,0,0,355.39,355.39
S02272,sa~o paulo,SP,5,5,0,0,168.2,168.2
S02280,guarulhos,SP,8,8,0,507.62,507.62,1015.24
S02281,ribeirao preto,SP,12,12,0,0,594.13,594.13
S02295,ibirite,MG,1,1,0,0,125.64,125.64
S02299,guarulhos,SP,64,64,0,0,5075.45,5075.45
S02303,sa~o paulo,SP,29,29,0,0,1213.03,1213.03
S02127,sorocaba,SP,84,84,6108.11,6108.11,6108.11,18324.33
S02128,estancia velha,RS,11,11,0,0,900.54,900.54
S02130,sa~o paulo,SP,10,10,0,0,772.37,772.37
S02132,sa~o paulo,SP,1,1,0,0,984.81,984.81
S02133,divinopolis,MG,24,24,0,7549.55,7549.55,15099.1
S02134,carazinho,RS,53,53,0,0,10172,10172
S02135,sa~o paulo,SP,17,17,0,1569.24,0,1569.24
S02139,campo grande,MS,19,19,3860.41,3860.41,0,7720.82
S02141,sao caetano do sul,SP,7,7,0,0,499.58,499.58
S02157,sao jose do rio preto,SP,68,68,0,13606.81,13606.81,27213.62
S02158,sa~o paulo,SP,4,4,0,5396.25,5396.25,10792.5
S02160,ibitinga,SP,44,44,0,5759.02,5759.02,11518.04
S02162,ribeirao preto,SP,3,3,0,95.24,0,95.24
S02163,tanabi,SP,9,9,0,624.48,0,624.48
S02164,goiania,GO,44,44,0,0,8733.61,8733.61
S02165,franca,SP,2,2,0,150.14,0,150.14
S02169,Belo Horizonte,MG,5,5,0,1110.01,1110.01,2220.02
S02173,sa~o paulo,SP,5,5,0,0,779.66,779.66
S02180,echapora,SP,40,40,2837.53,2837.53,2837.53,8512.59
S02182,rio do sul,SC,7,7,0,0,1372.93,1372.93
S02183,Brasilia,DF,11,11,0,1422.63,1422.63,2845.26
S02184,sa~o paulo,SP,1,1,0,0,88.81,88.81
S02185,venancio aires,RS,2,2,0,0,659.72,659.72
S02189,sa~o paulo,SP,1,1,0,0,21.28,21.28
S02191,garulhos,SP,17,17,0,0,603.99,603.99
S02202,duque de caxias,RJ,2,2,0,70.42,0,70.42
S02206,sa~o paulo,SP,4,4,0,220.56,0,220.56
S02210,sao caetano do sul,SP,33,33,0,0,41145.02,41145.02
S02211,sa~o paulo,SP,24,24,0,2494.03,2494.03,4988.06
S02222,São José dos Pinhais,PR,34,34,0,4349.98,4349.98,8699.96
S02235,sorocaba,SP,6,6,0,0,802.58,802.58
S02239,sao jose,SC,6,6,0,334.42,0,334.42
S02243,blumenau,SC,1,1,0,0,186.41,186.41
S02244,jacarei,SP,42,42,0,7833.39,7833.39,15666.78
S02246,sa~o paulo,SP,1,1,0,55.72,0,55.72
S02247,Belo Horizonte,MG,9,9,0,1829.47,1829.47,3658.94
S02248,sa~o paulo,SP,19,19,0,915.95,915.95,1831.9
S02252,rio de janeiro,RJ,2,2,0,0,1328.5,1328.5
S02256,betim,MG,36,36,0,6428.66,6428.66,12857.32
S02265,campinas,SP,21,21,0,2194.26,2194.26,4388.52
S02269,santo andre,SP,24,24,0,0,1393.31,1393.31
S02270,birigui,SP,7,7,0,374.91,374.91,749.82
S02271,sa~o paulo,SP,1,1,0,0,30.82,30.82
S02285,rio de janeiro,RJ,7,7,0,0,1013.59,1013.59
S02289,sa~o paulo,SP,22,22,0,3415.2,3415.2,6830.4
S02293,ribeirao preto,SP,2,2,0,157.51,157.51,315.02
S02294,imbituva,PR,3,3,0,0,443.07,443.07
S02296,toledo,PR,1,1,0,0,83.26,83.26
S02297,piracicaba,SP,15,15,0,846.08,846.08,1692.16
S02298,jaragua do sul,SC,7,7,0,3182.52,0,3182.52
S02305,piracicaba,SP,1,1,0,0,37.16,37.16
S02307,sa~o paulo,SP,35,35,0,4179.54,4179.54,8359.08
S02310,serra negra,SP,117,117,0,22476.46,22476.46,44952.92
S02311,rio de janeiro,RJ,6,6,0,678.24,0,678.24
S02312,limeira,SP,5,5,0,0,242.74,242.74
S02316,ribeirao preto,SP,9,9,0,1376.74,1376.74,2753.48
S02320,niteroi,RJ,3,3,0,158.13,0,158.13
S02322,paracambi,RJ,1,1,0,0,143.98,143.98
